number,year,count,date,date,month,decade,season,monthname
3,1988,39,32412,9/26/88,9,1980,Autumn,September
2,1988,40,32419,10/3/88,10,1980,Autumn,October
4,1988,41,32426,10/10/88,10,1980,Autumn,October
5,1988,42,32433,10/17/88,10,1980,Autumn,October
9,1988,43,32440,10/24/88,10,1980,Autumn,October
17,1988,44,32447,10/31/88,10,1980,Autumn,October
59,1988,45,32454,11/7/88,11,1980,Autumn ,November
39,1988,46,32461,11/14/88,11,1980,Autumn ,November
4,1988,47,32468,11/21/88,11,1980,Autumn ,November
26,1988,48,32475,11/28/88,11,1980,Autumn ,November
7,1988,49,32482,12/5/88,12,1980,Winter,December
38,1988,50,32489,12/12/88,12,1980,Winter,December
24,1988,51,32496,12/19/88,12,1980,Winter,December
25,1988,52,32503,12/26/88,12,1980,Winter,December
1,1989,1,32510,1/2/89,1,1980,Winter,January
15,1989,2,32517,1/9/89,1,1980,Winter,January
45,1989,3,32524,1/16/89,1,1980,Winter,January
9,1989,4,32531,1/23/89,1,1980,Winter,January
9,1989,5,32538,1/30/89,1,1980,Winter,January
4,1989,6,32545,2/6/89,2,1980,Winter,February
15,1989,7,32552,2/13/89,2,1980,Winter,February
165,1989,8,32559,2/20/89,2,1980,Winter,February
199,1989,9,32566,2/27/89,2,1980,Winter,February
46,1989,10,32573,3/6/89,3,1980,Spring,March
450,1989,11,32580,3/13/89,3,1980,Spring,March
145,1989,12,32587,3/20/89,3,1980,Spring,March
262,1989,13,32594,3/27/89,3,1980,Spring,March
50,1989,14,32601,4/3/89,4,1980,Spring,April
33,1989,15,32608,4/10/89,4,1980,Spring,April
70,1989,16,32615,4/17/89,4,1980,Spring,April
34,1989,17,32622,4/24/89,4,1980,Spring,April
194,1989,18,32629,5/1/89,5,1980,Spring,May
15,1989,19,32636,5/8/89,5,1980,Spring,May
12,1989,20,32643,5/15/89,5,1980,Spring,May
307,1989,21,32650,5/22/89,5,1980,Spring,May
82,1989,22,32657,5/29/89,5,1980,Spring,May
172,1989,23,32664,6/5/89,6,1980,Summer,June
125,1989,24,32671,6/12/89,6,1980,Summer,June
347,1989,25,32678,6/19/89,6,1980,Summer,June
178,1989,26,32685,6/26/89,6,1980,Summer,June
73,1989,27,32692,7/3/89,7,1980,Summer,July
79,1989,28,32699,7/10/89,7,1980,Summer,July
84,1989,29,32706,7/17/89,7,1980,Summer,July
23,1989,30,32713,7/24/89,7,1980,Summer,July
175,1989,31,32720,7/31/89,7,1980,Summer,July
18,1989,32,32727,8/7/89,8,1980,Summer,August
138,1989,33,32734,8/14/89,8,1980,Summer,August
18,1989,34,32741,8/21/89,8,1980,Summer,August
62,1989,35,32748,8/28/89,8,1980,Summer,August
35,1989,36,32755,9/4/89,9,1980,Autumn,September
87,1989,37,32762,9/11/89,9,1980,Autumn,September
17,1989,38,32769,9/18/89,9,1980,Autumn,September
30,1989,39,32776,9/25/89,9,1980,Autumn,September
34,1989,40,32783,10/2/89,10,1980,Autumn,October
32,1989,41,32790,10/9/89,10,1980,Autumn,October
88,1989,42,32797,10/16/89,10,1980,Autumn,October
22,1989,43,32804,10/23/89,10,1980,Autumn,October
96,1989,44,32811,10/30/89,10,1980,Autumn,October
84,1989,45,32818,11/6/89,11,1980,Autumn ,November
68,1989,46,32825,11/13/89,11,1980,Autumn ,November
5,1989,47,32832,11/20/89,11,1980,Autumn ,November
19,1989,48,32839,11/27/89,11,1980,Autumn ,November
58,1989,49,32846,12/4/89,12,1980,Winter,December
15,1989,50,32853,12/11/89,12,1980,Winter,December
696,1989,51,32860,12/18/89,12,1980,Winter,December
10,1989,52,32867,12/25/89,12,1980,Winter,December
77,1990,1,32874,1/1/90,1,1990,Winter,January
20,1990,2,32881,1/8/90,1,1990,Winter,January
3,1990,3,32888,1/15/90,1,1990,Winter,January
10,1990,4,32895,1/22/90,1,1990,Winter,January
72,1990,5,32902,1/29/90,1,1990,Winter,January
19,1990,6,32909,2/5/90,2,1990,Winter,February
155,1990,7,32916,2/12/90,2,1990,Winter,February
165,1990,8,32923,2/19/90,2,1990,Winter,February
52,1990,9,32930,2/26/90,2,1990,Winter,February
155,1990,10,32937,3/5/90,3,1990,Spring,March
22,1990,11,32944,3/12/90,3,1990,Spring,March
59,1990,12,32951,3/19/90,3,1990,Spring,March
217,1990,13,32958,3/26/90,3,1990,Spring,March
294,1990,14,32965,4/2/90,4,1990,Spring,April
82,1990,15,32972,4/9/90,4,1990,Spring,April
15,1990,16,32979,4/16/90,4,1990,Spring,April
524,1990,17,32986,4/23/90,4,1990,Spring,April
392,1990,18,32993,4/30/90,4,1990,Spring,April
525,1990,19,33000,5/7/90,5,1990,Spring,May
2,1990,21,33014,5/21/90,5,1990,Spring,May
311,1990,22,33021,5/28/90,5,1990,Spring,May
319,1990,23,33028,6/4/90,6,1990,Summer,June
91,1990,24,33035,6/11/90,6,1990,Summer,June
659,1990,25,33042,6/18/90,6,1990,Summer,June
475,1990,26,33049,6/25/90,6,1990,Summer,June
331,1990,27,33056,7/2/90,7,1990,Summer,July
218,1990,28,33063,7/9/90,7,1990,Summer,July
9,1990,29,33070,7/16/90,7,1990,Summer,July
67,1990,30,33077,7/23/90,7,1990,Summer,July
425,1990,31,33084,7/30/90,7,1990,Summer,July
2,1990,32,33091,8/6/90,8,1990,Summer,August
158,1990,33,33098,8/13/90,8,1990,Summer,August
53,1990,34,33105,8/20/90,8,1990,Summer,August
538,1990,35,33112,8/27/90,8,1990,Summer,August
279,1990,36,33119,9/3/90,9,1990,Autumn,September
696,1990,37,33126,9/10/90,9,1990,Autumn,September
175,1990,38,33133,9/17/90,9,1990,Autumn,September
721,1990,39,33140,9/24/90,9,1990,Autumn,September
41,1990,40,33147,10/1/90,10,1990,Autumn,October
256,1990,42,33161,10/15/90,10,1990,Autumn,October
10,1990,43,33168,10/22/90,10,1990,Autumn,October
6,1990,44,33175,10/29/90,10,1990,Autumn,October
21,1990,45,33182,11/5/90,11,1990,Autumn ,November
436,1990,46,33189,11/12/90,11,1990,Autumn ,November
45,1990,47,33196,11/19/90,11,1990,Autumn ,November
15,1990,48,33203,11/26/90,11,1990,Autumn ,November
107,1990,49,33210,12/3/90,12,1990,Winter,December
311,1990,50,33217,12/10/90,12,1990,Winter,December
35,1990,51,33224,12/17/90,12,1990,Winter,December
276,1990,52,33231,12/24/90,12,1990,Winter,December
24,1991,1,33238,12/31/90,12,1990,Winter,December
18,1991,2,33245,1/7/91,1,1990,Winter,January
40,1991,3,33252,1/14/91,1,1990,Winter,January
79,1991,4,33259,1/21/91,1,1990,Winter,January
5,1991,5,33266,1/28/91,1,1990,Winter,January
86,1991,6,33273,2/4/91,2,1990,Winter,February
55,1991,7,33280,2/11/91,2,1990,Winter,February
2,1991,8,33287,2/18/91,2,1990,Winter,February
20,1991,9,33294,2/25/91,2,1990,Winter,February
5,1991,10,33301,3/4/91,3,1990,Spring,March
138,1991,11,33308,3/11/91,3,1990,Spring,March
245,1991,12,33315,3/18/91,3,1990,Spring,March
4,1991,14,33329,4/1/91,4,1990,Spring,April
316,1991,15,33336,4/8/91,4,1990,Spring,April
85,1991,16,33343,4/15/91,4,1990,Spring,April
197,1991,17,33350,4/22/91,4,1990,Spring,April
3,1991,18,33357,4/29/91,4,1990,Spring,April
21,1991,19,33364,5/6/91,5,1990,Spring,May
3,1991,20,33371,5/13/91,5,1990,Spring,May
21,1991,21,33378,5/20/91,5,1990,Spring,May
29,1991,22,33385,5/27/91,5,1990,Spring,May
137,1991,23,33392,6/3/91,6,1990,Summer,June
317,1991,24,33399,6/10/91,6,1990,Summer,June
12,1991,25,33406,6/17/91,6,1990,Summer,June
4,1991,26,33413,6/24/91,6,1990,Summer,June
2,1991,27,33420,7/1/91,7,1990,Summer,July
75,1991,28,33427,7/8/91,7,1990,Summer,July
75,1991,29,33434,7/15/91,7,1990,Summer,July
3,1991,30,33441,7/22/91,7,1990,Summer,July
134,1991,31,33448,7/29/91,7,1990,Summer,July
56,1991,32,33455,8/5/91,8,1990,Summer,August
35,1991,33,33462,8/12/91,8,1990,Summer,August
2,1991,34,33469,8/19/91,8,1990,Summer,August
6,1991,35,33476,8/26/91,8,1990,Summer,August
13,1991,36,33483,9/2/91,9,1990,Autumn,September
11,1991,37,33490,9/9/91,9,1990,Autumn,September
5,1991,38,33497,9/16/91,9,1990,Autumn,September
7,1991,39,33504,9/23/91,9,1990,Autumn,September
3,1991,40,33511,9/30/91,9,1990,Autumn,September
14,1991,41,33518,10/7/91,10,1990,Autumn,October
6,1991,42,33525,10/14/91,10,1990,Autumn,October
8,1991,43,33532,10/21/91,10,1990,Autumn,October
17,1991,44,33539,10/28/91,10,1990,Autumn,October
22,1991,45,33546,11/4/91,11,1990,Autumn ,November
50,1991,46,33553,11/11/91,11,1990,Autumn ,November
51,1991,47,33560,11/18/91,11,1990,Autumn ,November
82,1991,48,33567,11/25/91,11,1990,Autumn ,November
38,1991,49,33574,12/2/91,12,1990,Winter,December
123,1991,50,33581,12/9/91,12,1990,Winter,December
27,1991,52,33595,12/23/91,12,1990,Winter,December
1,1992,2,33609,1/6/92,1,1990,Winter,January
3,1992,3,33616,1/13/92,1,1990,Winter,January
23,1992,4,33623,1/20/92,1,1990,Winter,January
6,1992,5,33630,1/27/92,1,1990,Winter,January
9,1992,6,33637,2/3/92,2,1990,Winter,February
11,1992,7,33644,2/10/92,2,1990,Winter,February
23,1992,8,33651,2/17/92,2,1990,Winter,February
6,1992,10,33665,3/2/92,3,1990,Spring,March
3,1992,11,33672,3/9/92,3,1990,Spring,March
21,1992,12,33679,3/16/92,3,1990,Spring,March
4,1992,13,33686,3/23/92,3,1990,Spring,March
9,1992,14,33693,3/30/92,3,1990,Spring,March
7,1992,15,33700,4/6/92,4,1990,Spring,April
10,1992,16,33707,4/13/92,4,1990,Spring,April
42,1992,17,33714,4/20/92,4,1990,Spring,April
18,1992,18,33721,4/27/92,4,1990,Spring,April
4,1992,20,33735,5/11/92,5,1990,Spring,May
22,1992,21,33742,5/18/92,5,1990,Spring,May
14,1992,22,33749,5/25/92,5,1990,Spring,May
15,1992,23,33756,6/1/92,6,1990,Summer,June
39,1992,24,33763,6/8/92,6,1990,Summer,June
25,1992,25,33770,6/15/92,6,1990,Summer,June
70,1992,26,33777,6/22/92,6,1990,Summer,June
52,1992,27,33784,6/29/92,6,1990,Summer,June
2,1992,28,33791,7/6/92,7,1990,Summer,July
5,1992,29,33798,7/13/92,7,1990,Summer,July
7,1992,30,33805,7/20/92,7,1990,Summer,July
2,1992,31,33812,7/27/92,7,1990,Summer,July
138,1992,32,33819,8/3/92,8,1990,Summer,August
2,1992,33,33826,8/10/92,8,1990,Summer,August
76,1992,34,33833,8/17/92,8,1990,Summer,August
30,1992,35,33840,8/24/92,8,1990,Summer,August
77,1992,36,33847,8/31/92,8,1990,Summer,August
3,1992,37,33854,9/7/92,9,1990,Autumn,September
48,1992,38,33861,9/14/92,9,1990,Autumn,September
26,1992,39,33868,9/21/92,9,1990,Autumn,September
46,1992,40,33875,9/28/92,9,1990,Autumn,September
1,1992,41,33882,10/5/92,10,1990,Autumn,October
6,1992,42,33889,10/12/92,10,1990,Autumn,October
42,1992,43,33896,10/19/92,10,1990,Autumn,October
1,1992,45,33910,11/2/92,11,1990,Autumn ,November
5,1992,46,33917,11/9/92,11,1990,Autumn ,November
7,1992,47,33924,11/16/92,11,1990,Autumn ,November
1,1992,49,33938,11/30/92,11,1990,Autumn ,November
2,1992,50,33945,12/7/92,12,1990,Winter,December
1,1992,51,33952,12/14/92,12,1990,Winter,December
2,1992,52,33959,12/21/92,12,1990,Winter,December
1,1993,1,33973,1/4/93,1,1990,Winter,January
3,1993,3,33987,1/18/93,1,1990,Winter,January
1,1993,4,33994,1/25/93,1,1990,Winter,January
5,1993,5,34001,2/1/93,2,1990,Winter,February
6,1993,6,34008,2/8/93,2,1990,Winter,February
5,1993,7,34015,2/15/93,2,1990,Winter,February
6,1993,8,34022,2/22/93,2,1990,Winter,February
3,1993,10,34036,3/8/93,3,1990,Spring,March
7,1993,11,34043,3/15/93,3,1990,Spring,March
9,1993,13,34057,3/29/93,3,1990,Spring,March
4,1993,9,34029,3/1/93,3,1990,Spring,March
1,1993,15,34071,4/12/93,4,1990,Spring,April
1,1993,16,34078,4/19/93,4,1990,Spring,April
3,1993,17,34085,4/26/93,4,1990,Spring,April
9,1993,19,34099,5/10/93,5,1990,Spring,May
2,1993,21,34113,5/24/93,5,1990,Spring,May
10,1993,22,34120,5/31/93,5,1990,Spring,May
18,1993,23,34127,6/7/93,6,1990,Summer,June
1,1993,24,34134,6/14/93,6,1990,Summer,June
4,1993,25,34141,6/21/93,6,1990,Summer,June
2,1993,26,34148,6/28/93,6,1990,Summer,June
7,1993,27,34155,7/5/93,7,1990,Summer,July
4,1993,29,34169,7/19/93,7,1990,Summer,July
9,1993,30,34176,7/26/93,7,1990,Summer,July
2,1993,32,34190,8/9/93,8,1990,Summer,August
6,1993,33,34197,8/16/93,8,1990,Summer,August
4,1993,34,34204,8/23/93,8,1990,Summer,August
1,1993,35,34211,8/30/93,8,1990,Summer,August
5,1993,36,34218,9/6/93,9,1990,Autumn,September
2,1993,39,34239,9/27/93,9,1990,Autumn,September
2,1993,40,34246,10/4/93,10,1990,Autumn,October
1,1993,43,34267,10/25/93,10,1990,Autumn,October
1,1993,44,34274,11/1/93,11,1990,Autumn ,November
1,1993,51,34323,12/20/93,12,1990,Winter,December
1,1994,3,34351,1/17/94,1,1990,Winter,January
2,1994,5,34365,1/31/94,1,1990,Winter,January
1,1994,6,34372,2/7/94,2,1990,Winter,February
14,1994,7,34379,2/14/94,2,1990,Winter,February
2,1994,9,34393,2/28/94,2,1990,Winter,February
9,1994,10,34400,3/7/94,3,1990,Spring,March
4,1994,11,34407,3/14/94,3,1990,Spring,March
19,1994,12,34414,3/21/94,3,1990,Spring,March
30,1994,13,34421,3/28/94,3,1990,Spring,March
2,1994,14,34428,4/4/94,4,1990,Spring,April
15,1994,16,34442,4/18/94,4,1990,Spring,April
9,1994,17,34449,4/25/94,4,1990,Spring,April
17,1994,18,34456,5/2/94,5,1990,Spring,May
2,1994,19,34463,5/9/94,5,1990,Spring,May
2,1994,20,34470,5/16/94,5,1990,Spring,May
17,1994,21,34477,5/23/94,5,1990,Spring,May
22,1994,22,34484,5/30/94,5,1990,Spring,May
3,1994,23,34491,6/6/94,6,1990,Summer,June
7,1994,25,34505,6/20/94,6,1990,Summer,June
3,1994,26,34512,6/27/94,6,1990,Summer,June
4,1994,27,34519,7/4/94,7,1990,Summer,July
2,1994,28,34526,7/11/94,7,1990,Summer,July
3,1994,29,34533,7/18/94,7,1990,Summer,July
1,1994,30,34540,7/25/94,7,1990,Summer,July
3,1994,31,34547,8/1/94,8,1990,Summer,August
1,1994,32,34554,8/8/94,8,1990,Summer,August
1,1994,34,34568,8/22/94,8,1990,Summer,August
1,1994,36,34582,9/5/94,9,1990,Autumn,September
1,1994,37,34589,9/12/94,9,1990,Autumn,September
1,1994,40,34610,10/3/94,10,1990,Autumn,October
4,1994,41,34617,10/10/94,10,1990,Autumn,October
1,1994,43,34631,10/24/94,10,1990,Autumn,October
3,1994,44,34638,10/31/94,10,1990,Autumn,October
2,1994,45,34645,11/7/94,11,1990,Autumn ,November
1,1994,46,34652,11/14/94,11,1990,Autumn ,November
1,1994,47,34659,11/21/94,11,1990,Autumn ,November
3,1994,50,34680,12/12/94,12,1990,Winter,December
5,1994,51,34687,12/19/94,12,1990,Winter,December
4,1995,1,34701,1/2/95,1,1990,Winter,January
2,1995,3,34715,1/16/95,1,1990,Winter,January
4,1995,5,34729,1/30/95,1,1990,Winter,January
2,1995,6,34736,2/6/95,2,1990,Winter,February
11,1995,8,34750,2/20/95,2,1990,Winter,February
3,1995,9,34757,2/27/95,2,1990,Winter,February
4,1995,10,34764,3/6/95,3,1990,Spring,March
5,1995,11,34771,3/13/95,3,1990,Spring,March
14,1995,12,34778,3/20/95,3,1990,Spring,March
1,1995,13,34785,3/27/95,3,1990,Spring,March
1,1995,14,34792,4/3/95,4,1990,Spring,April
1,1995,16,34806,4/17/95,4,1990,Spring,April
2,1995,18,34820,5/1/95,5,1990,Spring,May
4,1995,21,34841,5/22/95,5,1990,Spring,May
9,1995,22,34848,5/29/95,5,1990,Spring,May
8,1995,23,34855,6/5/95,6,1990,Summer,June
11,1995,24,34862,6/12/95,6,1990,Summer,June
3,1995,25,34869,6/19/95,6,1990,Summer,June
3,1995,28,34890,7/10/95,7,1990,Summer,July
3,1995,29,34897,7/17/95,7,1990,Summer,July
3,1995,30,34904,7/24/95,7,1990,Summer,July
2,1995,31,34911,7/31/95,7,1990,Summer,July
8,1995,32,34918,8/7/95,8,1990,Summer,August
1,1995,33,34925,8/14/95,8,1990,Summer,August
1,1995,35,34939,8/28/95,8,1990,Summer,August
2,1995,37,34953,9/11/95,9,1990,Autumn,September
2,1995,40,34974,10/2/95,10,1990,Autumn,October
2,1995,42,34988,10/16/95,10,1990,Autumn,October
2,1995,44,35002,10/30/95,10,1990,Autumn,October
2,1995,45,35009,11/6/95,11,1990,Autumn ,November
1,1995,46,35016,11/13/95,11,1990,Autumn ,November
4,1995,51,35051,12/18/95,12,1990,Winter,December
1,1996,1,35065,1/1/96,1,1990,Winter,January
1,1996,5,35093,1/29/96,1,1990,Winter,January
1,1996,6,35100,2/5/96,2,1990,Winter,February
1,1996,8,35114,2/19/96,2,1990,Winter,February
4,1996,9,35121,2/26/96,2,1990,Winter,February
2,1996,11,35135,3/11/96,3,1990,Spring,March
1,1996,12,35142,3/18/96,3,1990,Spring,March
2,1996,13,35149,3/25/96,3,1990,Spring,March
2,1996,14,35156,4/1/96,4,1990,Spring,April
1,1996,15,35163,4/8/96,4,1990,Spring,April
3,1996,16,35170,4/15/96,4,1990,Spring,April
1,1996,17,35177,4/22/96,4,1990,Spring,April
5,1996,18,35184,4/29/96,4,1990,Spring,April
4,1996,19,35191,5/6/96,5,1990,Spring,May
12,1996,20,35198,5/13/96,5,1990,Spring,May
25,1996,21,35205,5/20/96,5,1990,Spring,May
20,1996,22,35212,5/27/96,5,1990,Spring,May
7,1996,23,35219,6/3/96,6,1990,Summer,June
9,1996,24,35226,6/10/96,6,1990,Summer,June
32,1996,25,35233,6/17/96,6,1990,Summer,June
20,1996,26,35240,6/24/96,6,1990,Summer,June
17,1996,27,35247,7/1/96,7,1990,Summer,July
10,1996,28,35254,7/8/96,7,1990,Summer,July
5,1996,29,35261,7/15/96,7,1990,Summer,July
8,1996,30,35268,7/22/96,7,1990,Summer,July
4,1996,31,35275,7/29/96,7,1990,Summer,July
33,1996,32,35282,8/5/96,8,1990,Summer,August
8,1996,33,35289,8/12/96,8,1990,Summer,August
5,1996,34,35296,8/19/96,8,1990,Summer,August
2,1996,35,35303,8/26/96,8,1990,Summer,August
6,1996,36,35310,9/2/96,9,1990,Autumn,September
3,1996,40,35338,9/30/96,9,1990,Autumn,September
6,1996,42,35352,10/14/96,10,1990,Autumn,October
1,1996,43,35359,10/21/96,10,1990,Autumn,October
1,1996,44,35366,10/28/96,10,1990,Autumn,October
1,1996,49,35401,12/2/96,12,1990,Winter,December
1,1996,51,35415,12/16/96,12,1990,Winter,December
1,1996,52,35422,12/23/96,12,1990,Winter,December
1,1997,4,35450,1/20/97,1,1990,Winter,January
1,1997,5,35457,1/27/97,1,1990,Winter,January
477,1997,7,35471,2/10/97,2,1990,Winter,February
2,1997,9,35485,2/24/97,2,1990,Winter,February
2,1997,11,35499,3/10/97,3,1990,Spring,March
3,1997,14,35520,3/31/97,3,1990,Spring,March
2,1997,15,35527,4/7/97,4,1990,Spring,April
2,1997,16,35534,4/14/97,4,1990,Spring,April
9,1997,18,35548,4/28/97,4,1990,Spring,April
3,1997,19,35555,5/5/97,5,1990,Spring,May
1,1997,20,35562,5/12/97,5,1990,Spring,May
1,1997,21,35569,5/19/97,5,1990,Spring,May
3,1997,22,35576,5/26/97,5,1990,Spring,May
1,1997,23,35583,6/2/97,6,1990,Summer,June
4,1997,24,35590,6/9/97,6,1990,Summer,June
2,1997,26,35604,6/23/97,6,1990,Summer,June
2,1997,28,35618,7/7/97,7,1990,Summer,July
3,1997,31,35639,7/28/97,7,1990,Summer,July
2,1997,32,35646,8/4/97,8,1990,Summer,August
3,1997,33,35653,8/11/97,8,1990,Summer,August
1,1997,36,35674,9/1/97,9,1990,Autumn,September
3,1997,37,35681,9/8/97,9,1990,Autumn,September
1,1997,38,35688,9/15/97,9,1990,Autumn,September
1,1997,40,35702,9/29/97,9,1990,Autumn,September
1,1997,42,35716,10/13/97,10,1990,Autumn,October
1,1997,48,35758,11/24/97,11,1990,Autumn ,November
1,1997,50,35772,12/8/97,12,1990,Winter,December
1,1998,8,35842,2/16/98,2,1990,Winter,February
1,1998,11,35863,3/9/98,3,1990,Spring,March
2,1998,21,35933,5/18/98,5,1990,Spring,May
4,1998,22,35940,5/25/98,5,1990,Spring,May
1,1998,23,35947,6/1/98,6,1990,Summer,June
1,1998,25,35961,6/15/98,6,1990,Summer,June
1,1998,30,35996,7/20/98,7,1990,Summer,July
1,1998,33,36017,8/10/98,8,1990,Summer,August
1,1998,35,36031,8/24/98,8,1990,Summer,August
1,1998,36,36038,8/31/98,8,1990,Summer,August
6,1998,38,36052,9/14/98,9,1990,Autumn,September
2,1998,43,36087,10/19/98,10,1990,Autumn,October
2,1998,44,36094,10/26/98,10,1990,Autumn,October
1,1998,47,36115,11/16/98,11,1990,Autumn ,November
5,1998,49,36129,11/30/98,11,1990,Autumn ,November
1,1998,51,36143,12/14/98,12,1990,Winter,December
1,1999,15,36262,4/12/99,4,1990,Spring,April
3,1999,16,36269,4/19/99,4,1990,Spring,April
1,1999,22,36311,5/31/99,5,1990,Spring,May
1,1999,25,36332,6/21/99,6,1990,Summer,June
1,1999,26,36339,6/28/99,6,1990,Summer,June
2,1999,29,36360,7/19/99,7,1990,Summer,July
1,1999,32,36381,8/9/99,8,1990,Summer,August
1,1999,35,36402,8/30/99,8,1990,Summer,August
1,1999,38,36423,9/20/99,9,1990,Autumn,September
9,1999,39,36430,9/27/99,9,1990,Autumn,September
1,1999,42,36451,10/18/99,10,1990,Autumn,October
2,1999,43,36458,10/25/99,10,1990,Autumn,October
4,1999,45,36472,11/8/99,11,1990,Autumn ,November
2,2000,8,36577,2/21/00,2,2000,Winter,February
2,2000,15,36626,4/10/00,4,2000,Spring,April
3,2000,16,36633,4/17/00,4,2000,Spring,April
2,2000,18,36647,5/1/00,5,2000,Spring,May
1,2000,21,36668,5/22/00,5,2000,Spring,May
1,2000,22,36675,5/29/00,5,2000,Spring,May
2,2000,23,36682,6/5/00,6,2000,Summer,June
2,2000,24,36689,6/12/00,6,2000,Summer,June
2,2000,25,36696,6/19/00,6,2000,Summer,June
3,2000,26,36703,6/26/00,6,2000,Summer,June
3,2000,27,36710,7/3/00,7,2000,Summer,July
2,2000,28,36717,7/10/00,7,2000,Summer,July
2,2000,29,36724,7/17/00,7,2000,Summer,July
3,2000,30,36731,7/24/00,7,2000,Summer,July
1,2000,31,36738,7/31/00,7,2000,Summer,July
1,2000,33,36752,8/14/00,8,2000,Summer,August
2,2000,34,36759,8/21/00,8,2000,Summer,August
2,2000,35,36766,8/28/00,8,2000,Summer,August
1,2000,36,36773,9/4/00,9,2000,Autumn,September
1,2000,37,36780,9/11/00,9,2000,Autumn,September
1,2000,44,36829,10/30/00,10,2000,Autumn,October
1,2000,46,36843,11/13/00,11,2000,Autumn ,November
1,2000,49,36864,12/4/00,12,2000,Winter,December
1,2001,4,36913,1/22/01,1,2000,Winter,January
2,2001,5,36920,1/29/01,1,2000,Winter,January
1,2001,6,36927,2/5/01,2,2000,Winter,February
1,2001,9,36948,2/26/01,2,2000,Winter,February
1,2001,10,36955,3/5/01,3,2000,Spring,March
1,2001,12,36969,3/19/01,3,2000,Spring,March
1,2001,14,36983,4/2/01,4,2000,Spring,April
2,2001,15,36990,4/9/01,4,2000,Spring,April
1,2001,16,36997,4/16/01,4,2000,Spring,April
2,2001,18,37011,4/30/01,4,2000,Spring,April
2,2001,20,37025,5/14/01,5,2000,Spring,May
1,2001,31,37102,7/30/01,7,2000,Summer,July
1,2001,32,37109,8/6/01,8,2000,Summer,August
1,2001,37,37144,9/10/01,9,2000,Autumn,September
1,2001,38,37151,9/17/01,9,2000,Autumn,September
48,2001,39,37158,9/24/01,9,2000,Autumn,September
1,2001,40,37165,10/1/01,10,2000,Autumn,October
